term,oddsratio,pvalue,qvalue,zscore,combined_score,shared,n_shared
GLS,4.662004662004662,0.08667725163219625,0.8582845434050761,-0.11816926258314218,0.2889904720129303,"['Streptomyces', 'Agrobacterium']",2
NPB,11.834319526627219,0.018709133255976756,0.8582845434050761,-0.06918222382571815,0.27525832093687813,"['Ralstonia', 'Agrobacterium']",2
PCCB,7.6923076923076925,0.14116445617728643,0.8644642411618588,-0.14012388196755896,0.27433869953309376,['Streptomyces'],1
XBP1,5.9171597633136095,0.17584394525101824,0.8938154687462824,-0.1560630485242295,0.27126229122826306,['Streptomyces'],1
HBD,5.366726296958855,0.028878131695166072,0.8582845434050761,-0.07020561608925774,0.2488557874518231,"['Gardnerella', 'Ralstonia', 'Streptomyces']",3
TLR8,2.1367521367521367,0.39675300866799357,1.0,-0.2373327741169976,0.21940022685729832,['Gardnerella'],1
CCND1,6.410256410256411,0.1644538319574086,0.8739158177571381,-0.12072675990048641,0.21792694135512386,['Streptomyces'],1
FADD,4.524886877828054,0.09087630272232852,0.8582845434050761,-0.09003365958972345,0.21592376502516403,"['Streptomyces', 'Bradyrhizobium']",2
VAPB,4.8076923076923075,0.20902739048369404,0.9020443763826529,-0.13637836327041858,0.21347168560577376,['Streptomyces'],1
CD69,1.4513788098693758,0.5188963527016301,1.0,-0.31192900911925786,0.20464137627271042,['Gardnerella'],1
GAST,6.993006993006993,0.15289489287365052,0.8738792543800648,-0.10895897993973919,0.20462546208925453,['Gardnerella'],1
TIMP2,8.547008547008547,0.12925980507509166,0.8582845434050761,-0.09936660403697763,0.2032972063382787,['Gardnerella'],1
TLR4,1.6251354279523293,0.4395247646346244,1.0,-0.23473220973930126,0.19296424580853144,"['Gardnerella', 'Bradyrhizobium', 'Delftia']",3
NOS2,2.849002849002849,0.31897449801086775,1.0,-0.16872793417224877,0.19279598235646972,['Streptomyces'],1
GMPS,4.8076923076923075,0.20902739048369404,0.9020443763826529,-0.11986315278020133,0.18762059209697268,['Streptomyces'],1
FOS,2.7149321266968327,0.129545716328356,0.8582845434050761,-0.09040511928763709,0.18476288042016814,"['Gardnerella', 'Thalassospira', 'Streptomyces']",3
NLRC4,2.849002849002849,0.31897449801086775,1.0,-0.16075965925239,0.1836910798493823,['Agrobacterium'],1
NOD2,1.303780964797914,0.5554347224513966,1.0,-0.30589905978612153,0.17986992830418475,['Bradyrhizobium'],1
NOG,9.615384615384615,0.11717817699887885,0.8582845434050761,-0.08210119799580742,0.17602986356185374,['Agrobacterium'],1
SHF,5.4945054945054945,0.1870678603935078,0.9003279711441625,-0.09360818843086294,0.15691389338527478,['Streptomyces'],1
